id,price
2591820310,333375.16
7974200820,774058.75
7701450110,758707.9
9522300010,1540315.5
9510861140,593696.1
1761300310,250113.03
7732410120,679249.5
7010701383,623537.25
291310170,382892.7
4232901990,476491.53
6840701125,503357.0
3971700580,321037.56
4202400078,219243.77
6064800090,319259.7
2626119028,291599.88
3303980660,802774.2
862000020,578416.44
2386000070,803619.8
1138000450,306977.78
1775800420,388502.72
2291401425,362810.8
2025770560,726532.1
3525069037,593927.2
9324800450,520685.7
8080400136,504139.12
8651540040,447679.06
9407001790,222460.97
1773101530,212851.03
9432900250,299955.56
1794500695,536821.75
2220069003,344903.0
923000120,414127.4
5728000060,499531.3
16000200,220858.62
1926059094,394240.1
6672900220,832801.8
3629860060,677199.1
1822069109,388940.56
6675500105,344637.3
249000180,1279204.1
226059065,436809.25
396100110,260753.95
9264450460,307844.38
7853361210,333961.94
9474700020,280423.5
421000455,217001.77
3755200220,414144.0
7960100075,422654.75
9477100490,317634.94
9138100350,683109.56
1624049275,447208.4
2770606890,477220.06
1157200189,328227.28
2770601800,535720.1
9301300805,477598.88
2325069032,1072575.6
1021079099,312458.53
7215730040,639486.6
1853200080,506425.62
3224600340,644224.4
3222049120,364316.62
2113700025,247798.89
7893207925,196543.36
3586501085,451034.1
8024200010,351470.56
7116500705,166582.11
1598600209,315769.28
7204200025,724198.8
4206901505,436755.9
2937300440,835979.2
7205000180,250866.72
8718500665,323117.62
5318101765,785831.6
4122700020,689952.06
8078700020,452538.66
3303980680,750340.75
8924100372,817268.94
2781270210,191084.95
519000043,459715.1
3225069301,1168403.2
151000075,611329.44
2297400020,368789.34
6617500085,544123.8
104510180,189072.83
3528900060,873989.9
3345100286,495945.1
1226039130,355273.28
8712100720,673993.75
3037200010,363285.16
3626039268,320499.78
104510230,220907.08
5112800060,382501.78
6072400280,592337.1
5317100570,788862.2
9528102993,449646.47
2919201095,350927.3
6181400920,248528.77
185000161,210482.81
8691400010,642575.7
3345700165,376669.34
6151800486,211026.48
4340000080,1030386.6
4136960010,465079.97
3634100030,303421.3
1624059224,880562.5
2788400090,193093.25
9828200762,389138.3
7524400250,415234.72
3528000290,687062.3
5700003630,1850859.0
2720069019,255531.56
7227501170,208307.73
2397101270,549001.6
6792100090,601044.56
2770602265,474536.53
3971700937,261333.52
422049203,202619.58
3076500830,277076.1
1423400260,279007.28
9161100795,379238.22
3126049052,400925.0
5100401468,305155.22
514500235,362059.38
1423200170,173256.86
1402100070,336699.06
624110020,566565.5
2407000145,181638.7
1890000225,708786.9
1320069271,254534.36
5490700085,320700.97
263000155,432367.12
3726800201,378236.62
5153200358,269863.78
2725079018,641302.9
7165700200,291343.6
9429000170,439717.8
8718500075,334914.94
1760650950,270150.88
1068000559,992803.06
4113800500,562242.75
4077800507,426366.34
2725069150,734347.25
4008400035,537337.56
7016310270,389277.5
1432701230,208624.25
3278606050,310327.8
2473350710,327196.56
2185000685,154702.77
7792000025,369886.56
6868200029,432076.53
624069003,583483.1
7431500280,694741.7
3296000040,486048.0
1118001215,1134122.9
6453900040,500735.16
333100209,520934.03
34001765,446120.06
8946700100,356392.1
5561401210,476754.25
6671900095,323485.47
3275850020,651614.44
3876300600,363861.06
1450900020,220763.02
8562780280,275588.2
7663700973,308765.84
2126049032,405722.2
1823059159,178648.25
3438503426,251019.4
9297301495,393765.53
7140700850,359883.72
7942601805,540195.9
2555900030,311119.28
2887970040,248630.47
7419700010,613904.1
2239000011,324679.72
9283800050,285797.88
9407001340,252543.2
217500140,433809.4
7212660520,228078.61
3298201170,301918.9
3057000400,285933.62
6865200444,392255.44
6071600340,404173.56
6821600005,623696.6
1235100371,649657.44
7796450340,310973.06
3603000410,173240.17
9297300255,462315.7
9126100850,478706.94
2770601462,455129.9
2599001500,209782.81
1102000095,587776.3
1853080640,876389.5
9551201585,875497.3
3438500796,300041.97
7518504291,481750.22
9269200340,343486.28
715010130,1214059.9
1982201485,564843.94
9526500080,348341.5
9277200180,424923.28
6669150280,252943.31
8917100153,472659.9
3760500516,942434.44
2725069050,856787.9
3332000091,311399.22
8562770080,452406.62
8151601190,217407.56
8563040160,553296.4
240000269,477544.66
4307350200,284826.5
1311910300,249009.42
3574900030,426163.9
7853230570,388784.06
320069049,309354.47
9839301060,541997.3
7011201333,562481.94
2781320100,272238.28
3421069120,405724.12
7852030320,457809.3
5316101075,1809158.4
5309100750,414363.25
629000730,571971.6
511700170,288096.0
1562100030,513651.62
2489200230,431847.06
524069116,404121.94
5315100737,840978.5
1868900675,787814.1
1608000120,330963.8
705700240,300525.94
7575600610,263141.16
1778500015,580526.4
5423500240,170404.25
6713700025,331516.3
2734100734,320592.1
301402280,192646.47
2113700205,237790.7
4114601570,2324812.0
3332000615,239408.8
3630050180,334268.47
6852700520,445851.25
6870310010,562745.94
6163900981,233655.1
393000142,313892.44
1771100130,309820.06
1442860160,306427.3
9191200435,496163.2
6788200800,710444.2
1115300070,561940.44
3176600105,661802.7
2770604665,472970.12
5469500580,354421.84
5680000545,441125.3
3424089119,499441.28
1328300180,302007.03
1773100922,306797.78
4123830480,270108.62
9808610190,814997.75
4250200140,253216.53
4217402115,2758427.2
3831250350,320076.12
2397101055,712376.44
6817850110,718673.4
7526800200,555536.6
7853370100,530780.1
2523089025,672205.4
9476200680,270311.2
5714200140,352089.22
3575304895,509940.72
263000018,412432.22
8080400177,479627.28
6450304130,293962.06
514500090,503540.4
9477000300,374478.03
853600310,1092663.8
1951600240,196426.44
1099900120,306987.44
5323100120,451458.0
1223089016,317268.0
522059172,209584.23
1930300190,640879.8
9542840410,286145.88
8665050530,442363.44
5592900205,354254.22
5450300010,536032.4
2459960030,301748.5
3331500455,408971.78
3432500705,332537.8
3702900165,283663.56
5249803550,467704.22
626049058,398701.3
1788900380,170942.84
8075400360,208316.48
9113200250,623868.56
2738640040,567699.1
7821200307,424297.25
3530440140,223076.86
3582700130,383196.6
9276200569,583739.7
7197800020,528800.56
686200490,481260.25
3501600100,395005.6
6383000690,496835.1
7604400150,306858.66
5249801411,599042.9
2607720420,363121.66
9561100010,360889.03
1796370590,225502.47
4077800593,307390.25
854000165,212597.03
5536100010,641738.5
4188000670,749914.4
31000165,1111531.6
662350050,750927.75
4137000280,222523.78
6169901130,833970.1
1953400510,237709.77
7518506716,873914.9
1552520010,339775.72
7955080270,281423.88
9212900100,431061.16
3438500798,316330.22
7899800890,196393.28
4319200605,339325.28
1329300480,329759.97
8935100100,709228.44
